subject	activity.name	tBodyAcc.mean...X	tBodyAcc.mean...Y	tBodyAcc.mean...Z	tBodyAcc.std...X	tBodyAcc.std...Y	tBodyAcc.std...Z	tGravityAcc.mean...X	tGravityAcc.mean...Y	tGravityAcc.mean...Z	tGravityAcc.std...X	tGravityAcc.std...Y	tGravityAcc.std...Z	tBodyAccJerk.mean...X	tBodyAccJerk.mean...Y	tBodyAccJerk.mean...Z	tBodyAccJerk.std...X	tBodyAccJerk.std...Y	tBodyAccJerk.std...Z	tBodyGyro.mean...X	tBodyGyro.mean...Y	tBodyGyro.mean...Z	tBodyGyro.std...X	tBodyGyro.std...Y	tBodyGyro.std...Z	tBodyGyroJerk.mean...X	tBodyGyroJerk.mean...Y	tBodyGyroJerk.mean...Z	tBodyGyroJerk.std...X	tBodyGyroJerk.std...Y	tBodyGyroJerk.std...Z	tBodyAccMag.mean..	tBodyAccMag.std..	tGravityAccMag.mean..	tGravityAccMag.std..	tBodyAccJerkMag.mean..	tBodyAccJerkMag.std..	tBodyGyroMag.mean..	tBodyGyroMag.std..	tBodyGyroJerkMag.mean..	tBodyGyroJerkMag.std..	fBodyAcc.mean...X	fBodyAcc.mean...Y	fBodyAcc.mean...Z	fBodyAcc.std...X	fBodyAcc.std...Y	fBodyAcc.std...Z	fBodyAcc.meanFreq...X	fBodyAcc.meanFreq...Y	fBodyAcc.meanFreq...Z	fBodyAccJerk.mean...X	fBodyAccJerk.mean...Y	fBodyAccJerk.mean...Z	fBodyAccJerk.std...X	fBodyAccJerk.std...Y	fBodyAccJerk.std...Z	fBodyAccJerk.meanFreq...X	fBodyAccJerk.meanFreq...Y	fBodyAccJerk.meanFreq...Z	fBodyGyro.mean...X	fBodyGyro.mean...Y	fBodyGyro.mean...Z	fBodyGyro.std...X	fBodyGyro.std...Y	fBodyGyro.std...Z	fBodyGyro.meanFreq...X	fBodyGyro.meanFreq...Y	fBodyGyro.meanFreq...Z	fBodyAccMag.mean..	fBodyAccMag.std..	fBodyAccMag.meanFreq..	fBodyBodyAccJerkMag.mean..	fBodyBodyAccJerkMag.std..	fBodyBodyAccJerkMag.meanFreq..	fBodyBodyGyroMag.mean..	fBodyBodyGyroMag.std..	fBodyBodyGyroMag.meanFreq..	fBodyBodyGyroJerkMag.mean..	fBodyBodyGyroJerkMag.std..	fBodyBodyGyroJerkMag.meanFreq..	angle.tBodyAccMean.gravity.	angle.tBodyAccJerkMean..gravityMean.	angle.tBodyGyroMean.gravityMean.	angle.tBodyGyroJerkMean.gravityMean.	angle.X.gravityMean.	angle.Y.gravityMean.	angle.Z.gravityMean.
7	STANDING	2.82723539433962	-1.96124895849057	-3.44383737169811	-9.79307570377359	-9.23400921886793	-9.17064168490566	9.58728687924528	-3.9162747509434	0.492832362264151	-9.87917503962264	-9.66162998679245	-9.39161014716981	7.33022275471698	1.55576111132075	-0.456856756603774	-9.76403544716981	-9.65810609622642	-9.72060053207547	-3.28688286037736	-6.28701202830189	7.11597098679245	-9.45247687358491	-9.49646946792453	-9.51630777358491	-4.11146511698113	-4.12797611886792	-5.21425795283019	-9.6598339754717	-9.7683775735849	-9.78166790943396	-9.42724659245283	-9.33590156792453	-9.42724659245283	-9.33590156792453	-9.73381306226415	-9.68566356037736	-9.43425564528302	-9.18438958867925	-9.77377083018868	-9.7210793	-9.76681834339623	-9.41883783773585	-9.38550519811321	-9.80541336037736	-9.19118753018868	-9.12358813773585	-0.991600803773585	-1.60790389622642	0.0773270509433962	-9.76323086226415	-9.67165093018868	-9.68229643018868	-9.78729082830189	-9.66850290188679	-9.74533710754717	1.18810668867925	-2.3865685754717	-0.388653039622641	-9.38121637735849	-9.57548671320755	-9.57165056226415	-9.47891986226415	-9.45818157735849	-9.54339406415094	-2.06248293396226	-3.36797384339623	-1.83049757735849	-9.45611450377358	-9.3728796509434	0.204059043396226	-9.67417888301887	-9.69092161886793	2.29404437169811	-9.3870498490566	-9.19848139056604	-2.38762188490566	-9.73671168679245	-9.71899418301887	1.27819346981132	0.439163101886792	-0.711574930188679	-0.654414543396226	0.216005966037736	-8.1912357754717	1.64011262264151	0.0579886623962264
7	WALKING	2.75592961754386	-2.4372383877193	-4.22674685789474	-3.27243240701754	0.238065526315789	3.02625522982456	9.32566472280702	-1.59097003684211	-0.577651328070175	-9.79851271403509	-9.69404155087719	-9.52159770526316	0.895161424561403	-0.431275619298246	0.0787968245614035	-3.58370815614035	-0.00747878245614034	-2.62322288947368	-1.44712953157895	-3.96479455789474	3.28194445614035	-5.03313517017544	-3.03784685087719	-3.96013535263158	-1.73817274385965	-0.990670361403509	-1.06091086315789	-2.50270660701754	-2.29459955964912	-4.58302971403509	-2.11391851754386	-3.09187868070175	-2.11391851754386	-3.09187868070175	-3.64410204912281	-0.353164529824561	-3.05959351403509	-3.32750082982456	-3.10604689122807	-0.693895585964912	-3.43048405789474	-0.151096573684211	0.676362040350877	-3.22034908070175	-0.8777139	2.50074414035088	-3.26076173157895	3.34814514035088	1.30776844385965	-3.83715797719298	-0.674532673684211	-1.71650643157895	-3.77373278947368	-0.646925901754386	-2.42796614912281	-2.81367667894737	-2.904888	-2.59484582631579	-3.44423975614035	-1.79522668421053	-3.66733617894737	-5.63615256666667	-3.05705702280702	-4.63270018245614	2.8935469754386	3.17308210526316	1.43678531403509	-2.21710445263158	-3.51706780526316	2.44829831929825	-0.583649657894737	-0.505653073684211	-0.172958577192982	-3.00206575789474	-3.689484	3.43775799298246	-2.05399400526316	-0.92870968245614	0.0315487684210526	-0.148923614035088	-0.151464935087719	-0.409840001754386	0.580690892982456	-7.47765638245614	1.92339300350877	0.135380525087719
7	WALKING_DOWNSTAIRS	2.8030708	-1.52722760638298	-3.60171107021277	1.08678491276596	-2.04550278085106	-1.14221764042553	9.30623632765957	-1.48484893617021	-1.58058260425532	-9.64875962978723	-9.52678693617021	-9.2875646893617	1.42301301914894	-0.351235082978723	0.922504634042553	0.873410106382979	-3.36456569148936	-3.63460611914894	-1.67028113191489	-1.53397363617021	1.69847643191489	-4.19206971276596	-3.51937567446809	-4.01051415531915	-0.42300880212766	-0.246678119148936	-0.848499078723404	-5.10731018297872	-3.2874074893617	-4.34789094680851	1.28449138297872	2.33250721276596	1.28449138297872	2.33250721276596	-2.59302000638298	1.44418181914894	-2.73722385744681	-3.1005228787234	-3.99229959148936	-2.86281174893617	0.0612355638297873	-1.43029198297872	-1.78367845744681	0.53038850212766	-1.96239660638298	-1.38248483191489	-3.95091805957447	-0.944855317021277	0.405026055319149	0.0237736255319148	-3.35853240638298	-2.96494902765957	-0.279071319148936	-3.63822143191489	-4.07346419574468	-3.31423135744681	-4.55610125319149	-3.97592487659574	-3.73116300638298	-3.03523797234043	-3.1014756893617	-4.47977315106383	-3.51717743191489	-4.95120053191489	-2.87974499574468	3.47770370425532	0.12749944893617	2.64124092553191	0.144356225531915	0.441195691489362	1.95830436595745	1.22723118085106	-0.643502168085106	-2.93013818510638	-3.96909651702128	2.37840489574468	-2.86511493829787	-3.62765595106383	1.64752783829787	-0.340111638297872	-0.398088582978723	2.59901814042553	-0.746051689361702	-7.78027535744681	1.7298945106383	0.1316399086
7	WALKING_UPSTAIRS	2.79615216666667	-2.44128233137255	-4.01628750392157	-3.16092979803922	-3.2616002254902	-2.53081453921569	8.1874656	-2.40950944117647	-4.03599709607843	-9.32823053333333	-9.39774255490196	-8.81675909607843	1.08695655098039	-0.0298423725490196	0.275704956862745	-4.15153115882353	-5.19897595686275	-6.0780843627451	-1.17440843529412	-0.639707941176471	1.2917325627451	-3.63853236862745	-5.72996820784314	-4.14817307058824	-0.606204764705882	-0.267889119607843	-1.61446860980392	-6.16812659215686	-6.71243739607843	-6.82184175686274	-2.3634225372549	-3.3474460745098	-2.3634225372549	-3.3474460745098	-4.58695232352941	-4.71265710980392	-3.03067252745098	-4.2749996745098	-6.61969771960784	-6.7642807254902	-3.36199426470588	-3.81590523137255	-3.17461021372549	-2.87115390980392	-3.41025552941176	-1.79474419607843	-4.32684590196078	-1.77839927254902	-3.23308837647059	-4.54647881960784	-5.3707567	-5.81764526862745	-4.26974025686274	-5.3419130254902	-6.31919608823529	-4.21293516470588	-4.20251551176471	-6.2755547372549	-3.83889342745098	-5.67920266470588	-4.08150266666667	-3.97475713529412	-5.79964614705882	-4.51319718235294	-3.58335181764706	-1.6467910372549	-3.7830359372549	-3.78618761568627	-4.15307106666667	-1.16564921176471	-4.5478324745098	-4.97441363137255	0.669780566666667	-5.33982945882353	-4.51009034705882	-2.69713758039216	-6.73327281960784	-7.04090967843137	0.39048327254902	0.808429650980392	0.18102458627451	1.06104406862745	-1.50971483333333	-5.19312376666667	2.48699244117647	0.312061603254902
8	LAYING	2.57711442407407	-1.83696261481481	-1.81185751111111	-9.4304121537037	-9.3489116	-9.45751295740741	-4.05930036111111	5.89922434814815	7.19831539259259	-9.3524823	-9.57990036481482	-9.48788338703704	7.04862474259259	2.2875865037037	-0.808314727777778	-9.73253042222222	-9.76520952037037	-9.6608757462963	-1.62524089814815	-5.52299210925926	7.02062322037037	-9.65204017592593	-9.52039385740741	-9.6758975462963	-5.79160773148148	-3.54276815555556	-5.13433095925926	-9.69924077407407	-9.74186451851852	-9.87601203703704	-9.35308633888889	-9.1325033	-9.35308633888889	-9.1325033	-9.7314748962963	-9.62954517222222	-9.24253348518519	-9.32470764444444	-9.78438191296296	-9.69029111666667	-9.53538563888889	-9.51816663703704	-9.44269514074074	-9.40125298333333	-9.37568632962963	-9.45948881851852	-3.07260478333333	-0.0849737759259259	2.76011016111111	-9.73110596111111	-9.75877437407407	-9.62111136666667	-9.75959911481482	-9.79170881666667	-9.68699222962963	1.47210434259259	-0.161344738888889	1.68671113518519	-9.57903886111111	-9.57411160185185	-9.67461239074074	-9.67846360740741	-9.50316470925926	-9.70671966481481	-0.877499255555556	-2.07402814074074	1.71806860185185	-9.25714735185185	-9.09349005925926	0.220687585185185	-9.61792852407407	-9.63791094259259	3.38981806666667	-9.44528950555556	-9.3678697	-1.0874266962963	-9.68403945925926	-9.71793279814815	2.26207155925926	-0.29350592037037	-0.484817038888889	0.156394392592593	0.488131283333333	5.42597408518519	-4.00681373333333	-0.601885211481481
8	SITTING	2.73781857608696	-2.01733889347826	-2.66987748695652	-9.79026152391304	-9.09989124782609	-9.39553030217391	8.32453878043478	4.05204551521739	3.49508535434783	-9.66757967173913	-9.34702761086957	-9.49112135434783	7.27204399347826	1.97603499565217	-0.246680536956522	-9.85188753695652	-9.80784606086957	-9.85285807173913	-3.24062836304348	-5.18469673478261	4.62648047826087	-9.84524052826087	-9.7150069673913	-9.59623548478261	-7.17169017173913	-4.02673770652174	-4.51275823478261	-9.93264647391304	-9.8887627673913	-9.85241405434783	-9.52139704347826	-9.39775127391304	-9.52139704347826	-9.39775127391304	-9.86061512173913	-9.80667377391304	-9.3268224326087	-9.53001632173913	-9.91807428043478	-9.86756670869565	-9.81142909782609	-9.4421971826087	-9.59436275869565	-9.78256730652174	-9.23829969347826	-9.33889846521739	-2.18612403478261	0.960212032608696	1.18539015652174	-9.84977270652174	-9.80221104565217	-9.82995311086957	-9.86913610652174	-9.83038783478261	-9.86185349347826	2.60206882391304	1.2863641326087	0.394907989130435	-9.82200309782609	-9.7658989	-9.61798676956522	-9.85339301521739	-9.68924433260869	-9.62632253913043	0.85290302173913	-2.89528400652174	-0.347486915217391	-9.47981783478261	-9.44810165	1.54780454347826	-9.80932292391304	-9.7932021173913	3.64904370652174	-9.65806789347826	-9.53251156521739	-2.25926238043478	-9.87730604130435	-9.66582045217391	1.93233029347826	0.785181543478261	-0.767478941304348	-0.20405242826087	-0.629184082608696	-6.16080375869565	-2.30534126086957	-0.169509303978261
8	STANDING	2.79620986111111	-1.69266338148148	-2.88003047037037	-9.88815418148148	-9.38479429074074	-9.26065255185185	9.57669921111111	-3.38618854814815	-2.43864593148148	-9.87690217222222	-9.58904114074074	-9.18293913703704	7.30774771851852	1.89398147962963	-0.243137651851852	-9.89198879814815	-9.59775474074074	-9.65944232592593	-2.13882572037037	-5.28373514814815	6.07622071666667	-9.72990379814815	-9.69421045555556	-9.74118322407407	-6.81381076666667	-4.41057687592593	-4.94657256666667	-9.81573085740741	-9.85508765185185	-9.89270900740741	-9.53762884074074	-9.31317187222222	-9.53762884074074	-9.31317187222222	-9.84920797777778	-9.79932239074074	-9.52848496851852	-9.5322478962963	-9.87580587777778	-9.82460332222222	-9.88219862222222	-9.33382433333333	-9.50362935555555	-9.8918374962963	-9.36231722777778	-9.19744963888889	0.971120722222222	0.647518581481481	1.60554628148148	-9.89029238518519	-9.59511008333333	-9.79477193333333	-9.90414086851852	-9.61915063333333	-9.84465744444444	3.19659915740741	0.50187967962963	1.09633532962963	-9.69677435925926	-9.72595487037037	-9.75512276666667	-9.74200997592593	-9.68055495925926	-9.75976456111111	-1.92673459814815	-2.15978092962963	0.777688011111111	-9.53746070740741	-9.24226017222222	0.954849248148148	-9.79745872037037	-9.79135440925926	3.91070193518519	-9.64564224074074	-9.54119826296296	-1.2436526037037	-9.83709233333333	-9.81832336296296	1.3626958462963	0.630041327777778	0.393163972222222	0.220185372222222	-0.170732757407407	-8.40839661296296	3.2435670037037	0.0905212998148148
8	WALKING	2.7468631	-2.28875749166667	-3.34775855833333	-2.97198820833333	3.80782052708333	-0.73133229375	9.13586347916667	-2.17102194583333	-2.75109853958333	-9.74752050208333	-9.56781505625	-9.56640104791667	0.604967045833333	-0.305619227083333	0.102976725	-2.6926356125	2.38424556458333	-4.75674647916667	-0.251715764583333	-2.6833258875	1.58253712083333	-3.09568330625	-2.119972775	-0.372329195833333	-1.34699580416667	-0.506101379166667	-1.04338987708333	-3.7019991125	-4.28055700208333	-3.88446971666667	-0.809168020833333	-2.22322086875	-0.809168020833333	-2.22322086875	-0.760545252083333	-2.11925078541667	-0.04627735	-2.48068112708333	-3.39129269583333	-5.02957255416667	-2.47389011875	3.16982393333333	-3.58565892916667	-2.12523218958333	3.2484493125	-1.72717850208333	-4.06588387708333	0.694377910416667	1.41320939791667	-3.11198711041667	1.83154452291667	-4.14377821458333	-2.86129241041667	3.18112315416667	-4.37990385625	-3.45898115416667	-4.3614197875	-3.02788765	-1.20042458958333	-2.78449878333333	-0.923858429166667	-3.04748438333333	-2.24544363125	-0.563524	-2.13899624166667	-1.65499359166667	-2.32407939166667	-2.49535085	-3.60818978541667	2.60335389791667	-2.41814916041667	-2.98157063125	1.68084927916667	-3.11068000833333	-3.11179207708333	1.00101458958333	-4.73026230833333	-5.81240190833333	3.21843217916667	0.963884747916667	-0.26282429375	-1.66753909375	0.20663219375	-6.84991673958333	2.31918891041667	0.153861202291667
8	WALKING_DOWNSTAIRS	2.83484089210526	-1.93974588157895	-3.32172595263158	0.273946715789474	3.96002834736842	2.17255503947368	9.14023498421053	-1.87610243421053	-1.13800965	-9.45766561578947	-9.41580934473684	-8.97190012631579	1.78512010263158	-0.871122131578947	0.545179731578947	3.16100117894737	3.18897973421053	0.784080876315789	-1.53865363947368	-0.705643078947368	2.23500572631579	-3.44135835	-0.0753388052631579	-1.71162840789474	-1.44266400263158	-1.22173773947368	-1.76888595	-2.4495051	-1.44350124210526	-2.32284928684211	2.30940193947368	1.95238226052632	2.30940193947368	1.95238226052632	2.93652710526316	3.49483059473684	1.72183179473684	-1.21532223157895	-2.63302579736842	-2.8012403	2.96305495789474	4.22464232631579	2.31213897894737	-1.22623767894737	3.67810664210526	-0.0258270921052632	-1.50921591578947	1.83056138157895	3.31649193157895	2.53163181842105	3.10570295263158	0.999052134210526	1.85619977631579	3.0220635	-1.00206967894737	-1.95779671578947	-3.49188432105263	-2.05894262631579	-1.53008275789474	1.87007826842105	0.786675957894737	-3.17933196578947	-2.34571793157895	-3.03063001315789	-1.88080286578947	1.59473024736842	-0.126215702631579	3.28802171578947	-2.05183189210526	2.55294070789474	3.87834166842105	2.54987877631579	2.06302416315789	0.944983613157895	-2.55590314210526	3.73250738421053	-2.44934965	-2.87536003421053	2.85046774473684	0.0463172236842105	-1.34852750789474	2.41646865526316	-1.31339728157895	-7.34180207105263	2.13262025526316	0.123085450154737
8	WALKING_UPSTAIRS	2.76528606341463	-2.64932664878049	-3.58903229512195	-2.87631698292683	3.48768733170732	1.61619595365854	8.60368718780488	-2.91341491707317	-2.42192240731707	-9.26673287804878	-9.31032068536585	-8.76168930487805	0.491066856097561	-0.0237933487804878	-0.731697895121951	-2.73689561219512	-0.413884507317073	-4.61890407073171	2.58408849512195	-2.08857894146341	-0.543759082926829	-4.05811351219512	-0.127125870731707	3.05527577560976	-2.87705121707317	0.299997119512195	-0.919276812195122	-4.0507069195122	-4.24675673414634	-4.30366658780488	3.25750058780488	-2.82959603414634	3.25750058780488	-2.82959603414634	-2.6166889	-2.77217117560976	2.96509963414634	-1.74811506097561	-4.00664014146341	-4.93975031707317	-2.02864845365854	2.66000997560976	-1.34747119512195	-2.82666722439024	3.0540146	1.30636400487805	-3.32362172682927	-1.45541593414634	-1.83183341463415	-2.20213064390244	-0.863295504878049	-3.9094071902439	-2.64083540487805	-1.48531323902439	-5.08248316829268	-2.28972697317073	-3.60844346097561	-3.68783012195122	-3.45661541707317	-1.32736176829268	0.0204860731707318	-4.37091507560976	-0.191816104878049	2.61730867317073	-2.50740412926829	-3.09563354390244	-3.34956559268293	-2.1659110804878	-4.09282851707317	2.59861865121951	-2.13518432195122	-3.96872036585366	2.97506146585366	-2.74460904390244	-3.18140841463415	-2.51047034390244	-4.6327057804878	-5.75733290731707	3.4003110195122	0.472161	-0.622899212195122	-4.03141216341463	0.686567156097561	-6.13935211219512	2.85922798780488	0.160697390356098
9	LAYING	2.591955368	-2.077328218	-1.611414692	-9.4233309	-9.162927764	-9.407072854	-5.802528348	-1.191541962	9.578730416	-9.218210626	-9.699944882	-9.712046902	6.89388819	2.231599704	-1.175613288	-9.647404702	-9.639966798	-9.58562455	-1.773183358	-5.748703894	5.90512848	-9.422465098	-9.266185314	-9.615953704	-5.1880482	-2.611672318	-5.425250602	-9.45329035	-9.621702422	-9.770761602	-9.308684376	-9.007476258	-9.308684376	-9.007476258	-9.633745492	-9.550268052	-9.071250998	-8.985578738	-9.64524819	-9.528015598	-9.46865494	-9.343665984	-9.459190006	-9.409810272	-9.128367508	-9.419711636	-4.80453209	-2.217631162	1.480474584	-9.64304065	-9.640828062	-9.55909215	-9.686013042	-9.66634136	-9.597147176	-0.86919652	-2.582058694	-1.177547892	-9.30297921	-9.345796594	-9.598150092	-9.463891504	-9.231319366	-9.65686312	-2.307141414	-3.789609844	-0.111466712	-9.266042952	-9.053725422	-0.846721396	-9.543205856	-9.550947122	0.902240388	-9.186053356	-9.034005814	-2.692561828	-9.558062546	-9.522904702	-0.656748526	-0.774949298	0.034035118	-0.735127756	0.347871342	6.688739754	-0.446694722	-0.873649367
9	SITTING	2.432350884	-2.561506856	-2.20914323	-9.572277914	-8.75141405	-8.553507462	9.163245106	0.0603767860000001	0.779021304	-9.552804062	-9.4645197	-9.133864014	6.313894428	1.747151136	-0.453477742	-9.645358564	-9.567775448	-9.618894376	-2.745398942	-3.468604252	4.885424904	-9.590200492	-9.191882264	-9.301768338	-6.012970594	-3.455337836	-4.79337462	-9.645323452	-9.719274472	-9.687388914	-8.933617176	-8.637564342	-8.933617176	-8.637564342	-9.64383757	-9.517802432	-9.032355368	-9.066063206	-9.733641366	-9.663610734	-9.59413594	-9.11683219	-8.922013438	-9.56903459	-8.728683804	-8.331153158	-1.324628502	-1.184486214	-1.813105042	-9.655962396	-9.580073906	-9.575269752	-9.666604036	-9.585229866	-9.649413418	0.134334902	-3.312942724	-2.764942224	-9.50315237	-9.396930078	-9.40312313	-9.618360162	-9.10583361	-9.341874784	-2.505210928	-4.121471958	-2.034025738	-8.977181972	-8.691725114	-1.148268184	-9.530504408	-9.493949814	1.078640232	-9.344377378	-9.064712292	-2.385340638	-9.683155878	-9.659970148	0.317158416	0.042142522	-0.675369022	0.931150748	-0.943919796	-8.064137502	5.744410644	-0.041913115972
9	STANDING	2.82310057333333	-2.30440290222222	-2.71632415333333	-9.75741252444444	-9.38635759333333	-9.19295805777778	9.61323502222222	-1.28300216	-0.108362464444444	-9.89103160444444	-9.72573867555556	-9.32245295111111	7.16772519555556	2.02813614666667	-0.18380476	-9.69973398888889	-9.63849332888889	-9.70584264666667	-3.07147944	-6.36896986	6.67128488222222	-9.21990612	-9.46046640444444	-9.39889737333333	-4.37221202	-3.89492977333333	-4.84884258888889	-9.49105691555556	-9.75036530444445	-9.69726483555556	-9.45167482444444	-9.36105010444444	-9.45167482444444	-9.36105010444444	-9.69524578888889	-9.63764177777778	-9.21030223111111	-9.08291403111111	-9.69824044222222	-9.65287050888889	-9.71662692	-9.44849431777778	-9.41686874222222	-9.77579248444444	-9.38790016888889	-9.13896832222222	-1.49041462888889	-0.0731938422222222	-0.155757931111111	-9.71313768666667	-9.62624298888889	-9.67129200444444	-9.71278823333333	-9.68234579555556	-9.72588748666667	-0.100531891111111	-0.8283307	-1.54216818444444	-9.16974437555556	-9.54514301555556	-9.41510336	-9.24738576444445	-9.41950576888889	-9.44942811777778	-2.63613250444444	-3.67470272222222	-2.39801962	-9.46330171777778	-9.40265546444444	0.590711982222222	-9.63242884	-9.63593159555556	2.10214668888889	-9.29769067777778	-9.10909659555556	-2.17682940222222	-9.67491628	-9.64770799111111	0.581311104444444	0.164431182222222	-0.377858791111111	0.756415242222222	0.478354184444444	-8.59607609333333	3.96854837777778	0.0154296719333333
9	WALKING	2.78502842115385	-2.41819533269231	-3.36058347692308	-2.38353562692308	-2.82750855769231	-3.39155639230769	9.51867079615385	-2.71314954807692	-0.472386301923077	-9.80971973653846	-9.71242423076923	-9.55523995576923	2.15258869038462	-0.724217226923077	-1.36265162307692	-3.35298638076923	-2.76929933846154	-4.09764526153846	-1.07407270961538	-2.78558522307692	3.21822166538462	-4.76163506730769	-4.67054167884615	-2.65683521346154	-0.683344032692308	-0.710051475	-0.741734836538462	-5.26985309038462	-5.49200228076923	-4.57881494038462	-4.06368438269231	-3.7942877	-4.06368438269231	-3.7942877	-2.64708106153846	-3.17113487115385	-3.17702324230769	-4.89725811538462	-5.10253995769231	-5.99866472692308	-2.94711163653846	-2.57677616153846	-2.74280651538462	-2.34746533846154	-2.81557798076923	-1.55482532115385	-3.23024954807692	-0.252904040384615	-0.236726011538462	-3.14265401346154	-3.67706595	-3.99541245192308	-2.48692305576923	-2.80685775384615	-4.19104362884615	-3.78291493076923	-3.89047303846154	-3.93641155	-3.83676120961538	-4.36905860576923	-3.25677740769231	-5.07404512692308	-4.90990336346154	-3.42367223269231	-2.014054275	-0.337805290384615	-2.42156095	-3.33624793076923	-5.13891953269231	2.61099773461538	-3.16870715576923	-3.22337536730769	2.11460552692308	-5.13797480384615	-5.62714528653846	1.664514775	-6.02581618269231	-6.24351923653846	2.83215195	0.0998632173076923	1.05370956346154	1.17718655	-0.344200817307692	-8.44514789230769	4.08179311153846	0.103849947479269
9	WALKING_DOWNSTAIRS	2.95923445	-2.97004312619048	-2.42267953095238	2.4831458547619	-2.28360964047619	-0.253017771428571	9.38417773333333	-3.75350428333333	0.324936202380952	-9.52141220714286	-9.36306558809524	-8.76641297380952	1.13033431666667	0.0690388976190476	0.726954861904762	1.21660058333333	-3.1584979	-3.89459736904762	-1.14381087142857	-2.06310454285714	2.92497619761905	-4.09912272380952	-3.62052164285714	-3.12871622619048	-0.528731490476191	-1.87699658333333	-0.797528478571429	-5.09669314047619	-4.48602451190476	-4.17239550952381	1.51592391428571	2.86081723809524	1.51592391428571	2.86081723809524	-2.99928788333333	0.406563230952381	-2.5711138547619	-3.22331464761905	-4.69028434047619	-4.55855425238095	2.46331856904762	-1.76862761428571	-0.305799228571429	3.19093804047619	-2.89872763571429	0.460296114285714	-4.40633905714286	0.97426055952381	0.0806674476190477	-1.46326694761905	-3.35605173095238	-2.96325583809524	0.0691732928571428	-3.64298800714286	-4.25377408333333	-4.3402213	-2.04746515714286	-3.55096824285714	-3.49649777619048	-3.67056570952381	-2.84076249047619	-4.44810040238095	-3.64282565714286	-3.77024759285714	-1.96987083809524	-0.620441854761905	-1.59111933095238	2.85047995	2.23474941190476	-1.62079343095238	0.225573135714286	1.37665554047619	-1.40666948571429	-3.47540226666667	-4.24170737142857	0.709988780952381	-4.63172053809524	-4.85158906904762	2.69115432380952	-0.859326878571429	-1.3262824047619	1.72350607142857	-0.617622788095238	-8.7432492047619	4.78094501428571	0.0810164383095238
9	WALKING_UPSTAIRS	2.62436475714286	-2.41685847142857	-3.25740764285714	-3.6144437755102	-3.20316892244898	-3.7363984122449	9.02647777755102	2.03414013877551	-2.84291059183673	-9.54383557142857	-9.01317321632653	-8.9407107877551	1.15782215102041	0.0219629918367347	0.611180751020408	-3.35291644693878	-5.86147012244898	-6.47296002040816	-0.705464148979592	-0.505182573469388	1.42148305102041	-3.40925189183673	-4.00859067959184	-1.77101350408163	-0.735609032653061	-0.782511897959184	-1.08709462857143	-6.60419534285714	-7.08604774693878	-6.5711420122449	-2.60727581428571	-4.00222037142857	-2.60727581428571	-4.00222037142857	-4.40667540204082	-4.45485397959184	-1.2790653122449	-4.25839761428571	-6.72840561836735	-7.48651255510204	-3.42735952653061	-4.05022798163265	-3.9987199	-3.69815777346939	-3.08746587959184	-3.72211710612245	-3.88056040612245	-2.65551786122449	-2.80716943061224	-4.02044750408163	-6.08498592040816	-6.15125710612245	-3.27421989591837	-5.90112916530612	-6.77831082857143	-4.22560877142857	-5.2927597244898	-5.47022216326531	-3.37120865918367	-4.99159202857143	-3.44226324081633	-3.49936214285714	-4.40377383469388	-2.21408744285714	-3.53614501632653	-4.32189412653061	-5.07490866734694	-3.72890348979592	-5.09929461428571	-0.523535783673469	-4.19533108571429	-4.84935752040816	-0.222540693877551	-5.31482693877551	-4.42395907346939	-3.14773845306122	-7.34159449387755	-7.87781590816327	2.90689880408163	1.33785467142857	-0.158418481632653	0.931479457142857	-0.159384728571428	-7.04793909183673	2.65717463877551	0.212332932142857
10	LAYING	2.92108041724138	-1.77509123275862	-1.72362058965517	-9.68283685	-9.46454302068966	-9.5947148637931	-4.53069737586207	-1.23780439655172	-0.31121624137931	-9.54531941896552	-9.66701156034483	-9.59136467758621	6.99265502931034	2.57399301034483	-0.17603389137931	-9.78007466724138	-9.66930793448276	-9.76256662586207	-2.05993059827586	-5.5331749362069	7.26117369655172	-9.61713199827586	-9.53660207586207	-9.71940597413793	-5.89263844482759	-3.77865504655172	-5.15797459310345	-9.65900578103448	-9.66621040344828	-9.83949302758621	-9.56781819655173	-9.40301654482759	-9.56781819655173	-9.40301654482759	-9.76234435172414	-9.67556980689655	-9.37590998793103	-9.27471165517241	-9.70830848965517	-9.59632931551724	-9.6918420862069	-9.54341849137931	-9.64300845172414	-9.6796803862069	-9.55712783275862	-9.74928538275862	-1.46552863448276	2.06640845344828	2.86879389310345	-9.79014668793103	-9.68039173793103	-9.72592212931034	-9.78904364137931	-9.68120692241379	-9.78582339137931	1.02323067586207	1.20162028965517	2.30203317241379	-9.53793912068966	-9.54670034482759	-9.69755777241379	-9.6454456637931	-9.53453496551724	-9.75298797068966	-0.125878984482759	0.6646668	1.29164185	-9.50848109137931	-9.44304974655172	2.70530500862069	-9.68561121551724	-9.65377553448276	2.22915793448276	-9.37692642586207	-9.33701315344828	2.33750540344828	-9.60976821551724	-9.60772875517241	2.38157521896552	-0.0460750431034483	0.0887411017241379	-0.125220379310345	0.476144784482759	5.77222397758621	0.365091212068965	0.105926376896552
